customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,age
1956,Male,36,Human Resources Assistant I,Health,Affluent Customer,Yes,3.0,24
1957,Male,1,Accountant IV,Property,Affluent Customer,No,4.0,41
1958,Female,62,Professor,,Mass Customer,No,22.0,33
1959,Male,3,Director of Sales,Health,Mass Customer,Yes,16.0,40
1960,Male,86,Software Engineer II,,Mass Customer,Yes,10.0,40
1961,Female,10,Physical Therapy Assistant,,Mass Customer,Yes,15.0,58
1962,Male,13,Sales Representative,Retail,Mass Customer,Yes,22.0,41
1963,Male,81,Biostatistician I,Argiculture,Mass Customer,Yes,4.0,20
1964,Female,60,Mechanical Systems Engineer,Financial Services,Affluent Customer,Yes,9.0,54
1965,Male,81,Web Designer III,Retail,Mass Customer,Yes,3.0,45
1966,Male,75,,Financial Services,High Net Worth,No,3.0,25
1967,Female,88,Chemical Engineer,Manufacturing,Affluent Customer,Yes,17.0,33
1968,Female,31,Librarian,Entertainment,Mass Customer,No,1.0,24
1969,Male,54,Teacher,IT,Mass Customer,Yes,19.0,57
1970,Male,51,Desktop Support Technician,Manufacturing,Mass Customer,No,7.0,36
1971,Female,49,,Manufacturing,Mass Customer,Yes,4.0,20
1972,Male,12,,IT,Mass Customer,Yes,2.0,29
1973,Female,52,Media Manager IV,Financial Services,High Net Worth,No,5.0,38
1974,Male,67,Administrative Officer,,Mass Customer,Yes,15.0,60
1975,Female,39,Product Engineer,Health,Affluent Customer,No,4.0,53
1976,Female,84,Product Engineer,Manufacturing,Mass Customer,No,11.0,43
1977,Female,28,,Manufacturing,Mass Customer,Yes,5.0,41
1978,Female,53,Dental Hygienist,Health,Mass Customer,No,16.0,63
1979,Male,98,Statistician III,Manufacturing,Mass Customer,Yes,11.0,58
1980,Male,97,Food Chemist,Health,High Net Worth,Yes,7.0,26
1981,Male,62,Sales Associate,,Affluent Customer,No,12.0,32
1982,Female,80,Senior Cost Accountant,Financial Services,High Net Worth,Yes,16.0,50
1983,Female,6,Assistant Media Planner,Entertainment,Affluent Customer,Yes,18.0,55
1984,Male,70,Information Systems Manager,Health,Mass Customer,Yes,1.0,19
1985,Female,1,Computer Systems Analyst I,,Mass Customer,Yes,16.0,40
1986,Female,53,,Retail,Mass Customer,No,16.0,37
1987,Male,56,Research Associate,Health,Affluent Customer,No,8.0,62
1988,Male,27,Recruiting Manager,Property,Mass Customer,No,8.0,61
1989,Female,46,Graphic Designer,Property,High Net Worth,Yes,17.0,45
1991,Male,35,Research Nurse,Health,Mass Customer,Yes,8.0,25
1992,Female,28,Web Developer I,Manufacturing,Mass Customer,Yes,3.0,23
1993,Male,82,Accounting Assistant II,,High Net Worth,Yes,3.0,38
1994,Female,71,,Manufacturing,High Net Worth,No,11.0,32
1995,Female,6,Automation Specialist II,,Mass Customer,Yes,11.0,49
1996,Male,4,Structural Engineer,Manufacturing,Mass Customer,No,4.0,33
1997,Male,57,Structural Engineer,,Mass Customer,No,5.0,22
1998,Male,13,Media Manager IV,Manufacturing,High Net Worth,No,21.0,43
1999,Female,6,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,7.0,56
2001,Female,21,Analog Circuit Design manager,Manufacturing,Mass Customer,Yes,3.0,41
2002,Female,55,Mechanical Systems Engineer,Financial Services,Mass Customer,No,12.0,47
2003,Female,80,Statistician III,Manufacturing,High Net Worth,Yes,8.0,56
2004,Male,16,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,10.0,55
2005,Female,41,Accountant I,Manufacturing,High Net Worth,No,17.0,40
2006,Female,33,Senior Developer,Property,High Net Worth,Yes,2.0,19
2007,Male,8,Programmer I,Manufacturing,Mass Customer,Yes,15.0,48
2008,Male,77,Analyst Programmer,Financial Services,Mass Customer,Yes,3.0,25
2009,Female,19,Staff Accountant IV,Health,Affluent Customer,Yes,19.0,58
2010,Male,88,Data Coordiator,Manufacturing,High Net Worth,Yes,7.0,44
2011,Male,68,VP Sales,Manufacturing,High Net Worth,Yes,12.0,40
2012,Female,55,Health Coach I,Health,High Net Worth,No,4.0,46
2013,Female,99,Registered Nurse,Health,Affluent Customer,Yes,19.0,23
2014,Female,49,Associate Professor,Manufacturing,Mass Customer,Yes,8.0,28
2015,Female,6,Health Coach IV,Health,Affluent Customer,No,7.0,44
2016,Female,89,Executive Secretary,Retail,Affluent Customer,Yes,1.0,20
2017,Male,67,Programmer II,Financial Services,Affluent Customer,Yes,6.0,23
2018,Male,80,Senior Developer,Financial Services,Affluent Customer,No,12.0,55
2019,Female,48,VP Marketing,Entertainment,High Net Worth,No,17.0,65
2020,Female,50,Biostatistician IV,Property,Affluent Customer,Yes,14.0,47
2022,Male,79,,IT,Affluent Customer,No,7.0,36
2023,Male,15,Associate Professor,,High Net Worth,No,10.0,47
2024,Female,69,VP Sales,IT,Mass Customer,Yes,2.0,18
2025,Male,59,VP Quality Control,,Mass Customer,Yes,3.0,36
2026,Female,62,Structural Engineer,Property,Mass Customer,Yes,7.0,31
2027,Male,89,VP Product Management,,High Net Worth,No,10.0,54
2028,Female,25,Director of Sales,Retail,Affluent Customer,Yes,18.0,42
2029,Male,10,Nurse,Manufacturing,Mass Customer,No,7.0,26
2030,Male,3,Administrative Officer,Property,High Net Worth,No,15.0,57
2031,Male,99,Geologist III,,Mass Customer,No,12.0,31
2032,Male,98,Quality Control Specialist,Property,Mass Customer,Yes,9.0,35
2033,Male,36,Dental Hygienist,Health,High Net Worth,No,10.0,47
2034,Female,87,Speech Pathologist,Manufacturing,Mass Customer,No,8.0,44
2035,Male,40,Senior Developer,Health,Mass Customer,No,19.0,39
2036,Female,11,,,Mass Customer,No,17.0,41
2037,Male,19,VP Marketing,IT,Mass Customer,No,6.0,29
2038,Female,9,Structural Engineer,Financial Services,Mass Customer,Yes,5.0,59
2039,Female,38,Senior Developer,IT,High Net Worth,Yes,7.0,40
2040,Male,25,VP Sales,Retail,Affluent Customer,Yes,12.0,49
2041,Male,52,VP Accounting,Financial Services,Mass Customer,No,17.0,61
2042,Male,65,Registered Nurse,Health,Mass Customer,No,17.0,50
2043,Female,67,Software Consultant,,Mass Customer,No,7.0,41
2044,Female,84,Quality Engineer,Health,Mass Customer,Yes,1.0,20
2045,Female,15,VP Sales,Financial Services,High Net Worth,No,15.0,34
2046,Female,3,Marketing Manager,,Mass Customer,Yes,13.0,59
2047,Female,45,Paralegal,Financial Services,Affluent Customer,Yes,21.0,43
2048,Female,22,Financial Advisor,Financial Services,High Net Worth,No,13.0,58
2049,Male,21,Assistant Professor,Manufacturing,High Net Worth,No,5.0,56
2050,Female,22,Business Systems Development Analyst,,Mass Customer,Yes,5.0,64
2051,Female,8,Geological Engineer,Manufacturing,Affluent Customer,No,20.0,59
2052,Male,5,,Retail,Mass Customer,Yes,8.0,63
2053,Male,7,,Financial Services,Affluent Customer,Yes,11.0,40
2054,Male,12,,Manufacturing,Mass Customer,Yes,22.0,23
2055,Male,46,Administrative Assistant III,Retail,High Net Worth,No,7.0,38
2056,Female,65,Biostatistician IV,Property,High Net Worth,No,22.0,32
2057,Female,99,Accounting Assistant IV,Manufacturing,Affluent Customer,Yes,15.0,59
2058,Female,99,Database Administrator I,Argiculture,High Net Worth,No,7.0,40
2059,Female,21,Graphic Designer,,High Net Worth,No,12.0,41
2060,Female,17,Statistician II,Financial Services,Mass Customer,No,17.0,59
2061,Female,71,Technical Writer,Manufacturing,High Net Worth,No,4.0,35
2062,Male,67,Junior Executive,Retail,Mass Customer,No,18.0,42
2063,Male,55,Clinical Specialist,Health,Affluent Customer,No,16.0,55
2064,Male,99,VP Marketing,Health,Mass Customer,Yes,18.0,49
2065,Male,66,Technical Writer,Retail,Mass Customer,Yes,12.0,40
2066,Male,91,Food Chemist,Health,High Net Worth,Yes,12.0,49
2067,Male,81,Registered Nurse,Health,Mass Customer,No,17.0,39
2068,Female,23,Account Representative I,,High Net Worth,No,8.0,62
2070,Female,0,Recruiting Manager,,Mass Customer,No,8.0,37
2071,Female,69,,,Mass Customer,No,10.0,40
2072,Female,30,Environmental Specialist,Financial Services,Mass Customer,Yes,9.0,58
2073,Female,87,,Manufacturing,High Net Worth,Yes,10.0,44
2074,Female,90,,Financial Services,Mass Customer,No,4.0,21
2075,Female,95,Environmental Tech,Manufacturing,Mass Customer,No,8.0,45
2076,Female,73,Assistant Manager,Manufacturing,Mass Customer,Yes,5.0,49
2077,Female,67,Cost Accountant,Financial Services,Mass Customer,Yes,7.0,26
2078,Female,15,Computer Systems Analyst III,Manufacturing,Mass Customer,No,3.0,29
2079,Female,49,Account Executive,,High Net Worth,No,11.0,62
2080,Female,15,Human Resources Assistant IV,,High Net Worth,No,17.0,59
2081,Female,69,Senior Editor,Financial Services,Mass Customer,No,13.0,46
2082,Female,38,Legal Assistant,Health,Affluent Customer,Yes,19.0,39
2083,Female,5,,,Mass Customer,No,4.0,38
2084,Female,6,,IT,Mass Customer,Yes,17.0,32
2085,Female,83,Pharmacist,Health,Mass Customer,No,11.0,62
2086,Male,68,Senior Cost Accountant,Financial Services,High Net Worth,No,1.0,21
2087,Male,76,Administrative Officer,IT,Mass Customer,Yes,15.0,49
2088,Male,2,Senior Financial Analyst,Financial Services,Mass Customer,Yes,14.0,49
2089,Male,93,Safety Technician I,Financial Services,High Net Worth,No,15.0,60
2090,Male,63,Help Desk Technician,Financial Services,Mass Customer,Yes,17.0,54
2091,Female,27,Office Assistant II,Argiculture,Mass Customer,No,9.0,38
2092,Male,14,Safety Technician IV,Manufacturing,High Net Worth,No,18.0,41
2093,Male,94,Programmer II,Financial Services,High Net Worth,No,2.0,19
2094,Male,15,Biostatistician IV,,Mass Customer,No,16.0,34
2095,Female,69,Account Executive,Manufacturing,Affluent Customer,No,8.0,29
2096,Female,74,Programmer III,Telecommunications,High Net Worth,Yes,12.0,49
2097,Male,38,Recruiter,Telecommunications,Mass Customer,No,21.0,30
2098,Female,82,Dental Hygienist,Health,High Net Worth,No,16.0,49
2099,Male,40,Senior Cost Accountant,Financial Services,High Net Worth,Yes,19.0,59
2100,Male,34,Marketing Assistant,IT,Mass Customer,No,14.0,40
2101,Female,71,General Manager,,Mass Customer,Yes,2.0,20
2102,Male,80,Senior Editor,,Affluent Customer,No,5.0,42
2103,Male,94,Business Systems Development Analyst,Financial Services,Affluent Customer,No,18.0,43
2104,Female,31,Structural Analysis Engineer,Financial Services,Mass Customer,No,11.0,39
2105,Male,29,Food Chemist,Health,High Net Worth,Yes,6.0,47
2106,Male,91,Project Manager,Financial Services,High Net Worth,Yes,13.0,48
2107,Female,2,Biostatistician IV,IT,Affluent Customer,Yes,4.0,26
2108,Female,41,Software Test Engineer IV,Property,Mass Customer,Yes,18.0,33
2109,Female,14,Account Representative II,Health,High Net Worth,Yes,18.0,53
2110,Male,29,Human Resources Assistant III,Manufacturing,High Net Worth,No,14.0,45
2111,Male,98,Speech Pathologist,Property,Affluent Customer,Yes,12.0,45
2112,Female,64,Accounting Assistant I,Financial Services,Mass Customer,Yes,6.0,25
2113,Female,91,Internal Auditor,Manufacturing,Affluent Customer,No,17.0,46
2114,Male,78,Safety Technician III,Argiculture,High Net Worth,No,19.0,64
2115,Male,17,Food Chemist,Health,Mass Customer,Yes,17.0,43
2116,Male,81,Research Associate,Financial Services,Affluent Customer,Yes,9.0,39
2117,Male,76,Computer Systems Analyst I,Health,Affluent Customer,No,3.0,23
2118,Male,29,Developer III,,High Net Worth,No,7.0,40
2119,Female,51,Senior Cost Accountant,Financial Services,Mass Customer,No,17.0,33
2120,Male,80,Web Designer III,Manufacturing,Mass Customer,No,1.0,21
2121,Female,35,Nurse,Financial Services,Mass Customer,Yes,22.0,29
2122,Male,85,Registered Nurse,Health,High Net Worth,Yes,11.0,45
2123,Female,36,Software Engineer II,Manufacturing,Affluent Customer,No,2.0,25
2124,Male,17,,Retail,High Net Worth,No,18.0,40
2125,Female,9,VP Quality Control,Financial Services,High Net Worth,No,18.0,43
2126,Male,65,Product Engineer,Health,Mass Customer,Yes,17.0,60
2127,Female,66,Web Designer I,Manufacturing,Mass Customer,No,7.0,44
2128,Male,31,Data Coordiator,Property,Affluent Customer,Yes,16.0,42
2129,Male,26,Electrical Engineer,Manufacturing,High Net Worth,No,3.0,38
2130,Female,95,Structural Engineer,Property,High Net Worth,Yes,16.0,28
2131,Female,12,Payment Adjustment Coordinator,,Mass Customer,Yes,7.0,47
2132,Female,16,Human Resources Manager,Financial Services,High Net Worth,Yes,22.0,33
2133,Female,44,General Manager,Financial Services,High Net Worth,No,3.0,20
2134,Male,16,Nurse,Manufacturing,Affluent Customer,No,2.0,18
2135,Male,97,Structural Engineer,,Mass Customer,Yes,15.0,38
2136,Female,21,Office Assistant I,Health,High Net Worth,Yes,5.0,53
2137,Female,46,Chemical Engineer,Manufacturing,Affluent Customer,No,5.0,47
2138,Female,23,Graphic Designer,Manufacturing,High Net Worth,No,15.0,40
2139,Female,87,Accountant II,IT,Affluent Customer,Yes,7.0,36
2140,Male,59,Help Desk Operator,Telecommunications,High Net Worth,No,21.0,42
2141,Female,50,Programmer I,Financial Services,High Net Worth,Yes,4.0,54
2142,Female,61,Biostatistician IV,,Affluent Customer,No,7.0,39
2143,Male,53,Business Systems Development Analyst,,High Net Worth,Yes,10.0,55
2144,Female,12,Office Assistant IV,Property,Mass Customer,Yes,9.0,40
2145,Female,44,Librarian,Entertainment,Affluent Customer,Yes,19.0,59
2146,Male,75,,,Mass Customer,No,13.0,51
2147,Male,42,Engineer IV,,High Net Worth,Yes,1.0,20
2148,Female,78,Engineer I,Manufacturing,Mass Customer,Yes,15.0,29
2149,Female,26,Professor,,High Net Worth,No,6.0,40
2150,Male,75,,Retail,Affluent Customer,Yes,8.0,59
2151,Male,9,,Entertainment,Affluent Customer,No,6.0,32
2152,Female,40,Database Administrator III,Manufacturing,Mass Customer,Yes,19.0,50
2153,Male,22,Financial Analyst,Financial Services,Mass Customer,No,10.0,32
2154,Female,86,Chemical Engineer,Manufacturing,High Net Worth,No,6.0,38
2155,Female,24,Data Coordiator,,Mass Customer,No,14.0,54
2156,Male,96,Desktop Support Technician,Retail,Mass Customer,Yes,18.0,41
2157,Female,52,Community Outreach Specialist,Property,Mass Customer,No,19.0,40
2158,Male,11,Physical Therapy Assistant,Entertainment,Mass Customer,No,6.0,58
2159,Male,19,,,High Net Worth,Yes,6.0,55
2160,Female,64,Recruiter,Health,Mass Customer,Yes,15.0,47
2161,Male,35,,Financial Services,Mass Customer,No,4.0,20
2162,Male,49,Paralegal,Financial Services,High Net Worth,Yes,10.0,44
2163,Male,41,VP Product Management,,Mass Customer,Yes,6.0,22
2164,Female,12,Financial Analyst,Financial Services,Mass Customer,Yes,18.0,45
2166,Female,78,Nurse,Property,Mass Customer,No,16.0,34
2167,Female,31,Librarian,Entertainment,Mass Customer,No,1.0,21
2168,Male,83,VP Accounting,Financial Services,Mass Customer,Yes,17.0,44
2169,Male,80,Senior Financial Analyst,Financial Services,Mass Customer,No,18.0,39
2170,Male,27,Geological Engineer,Manufacturing,Affluent Customer,No,6.0,55
2171,Female,21,Pharmacist,Health,High Net Worth,No,10.0,48
2172,Male,6,Information Systems Manager,Health,Affluent Customer,Yes,13.0,39
2173,Female,27,Help Desk Technician,IT,Mass Customer,Yes,22.0,42
2174,Male,32,Account Executive,Argiculture,High Net Worth,No,11.0,56
2175,Male,23,Web Developer III,Health,Mass Customer,No,13.0,33
2176,Female,79,Accountant II,Property,High Net Worth,Yes,12.0,56
2177,Male,35,Social Worker,Health,Mass Customer,No,9.0,41
2178,Female,20,Mechanical Systems Engineer,Retail,Mass Customer,No,12.0,64
2179,Male,15,Desktop Support Technician,Manufacturing,Mass Customer,No,17.0,58
2180,Male,98,Chief Design Engineer,,High Net Worth,Yes,13.0,58
2181,Male,99,Account Executive,IT,Mass Customer,Yes,8.0,44
2182,Male,47,Assistant Media Planner,Entertainment,High Net Worth,Yes,16.0,51
2183,Female,61,Programmer Analyst IV,Manufacturing,Mass Customer,Yes,7.0,46
2184,Male,49,Statistician III,Health,Mass Customer,No,11.0,47
2185,Female,40,Human Resources Assistant II,Property,Mass Customer,No,19.0,55
2186,Female,61,Clinical Specialist,Health,High Net Worth,No,5.0,55
2187,Female,52,Budget/Accounting Analyst I,Health,Mass Customer,No,2.0,21
2188,Female,85,Nurse Practicioner,,Mass Customer,No,17.0,46
2189,Male,43,Safety Technician II,Financial Services,High Net Worth,No,4.0,20
2190,Female,77,,IT,Affluent Customer,No,13.0,39
2191,Male,2,Payment Adjustment Coordinator,,Mass Customer,Yes,4.0,42
2192,Male,93,Staff Accountant II,,Mass Customer,No,14.0,52
2193,Male,66,Developer III,,Mass Customer,Yes,6.0,63
2194,Female,79,Electrical Engineer,Manufacturing,Affluent Customer,Yes,11.0,60
2195,Female,94,GIS Technical Architect,Financial Services,Affluent Customer,Yes,13.0,31
2196,Male,66,Media Manager I,Retail,High Net Worth,Yes,7.0,42
2197,Male,32,Programmer Analyst I,Financial Services,Mass Customer,No,7.0,25
2198,Male,1,Editor,Property,Affluent Customer,Yes,1.0,20
2199,Female,89,Account Coordinator,Property,High Net Worth,Yes,13.0,35
2200,Male,23,Community Outreach Specialist,,Affluent Customer,Yes,16.0,32
2201,Female,56,Design Engineer,Financial Services,Affluent Customer,Yes,1.0,20
2202,Female,46,Physical Therapy Assistant,Financial Services,Affluent Customer,Yes,8.0,41
2203,Male,13,Sales Associate,Health,High Net Worth,Yes,2.0,20
2204,Female,16,Librarian,Entertainment,High Net Worth,No,7.0,51
2206,Male,60,Structural Engineer,Financial Services,Affluent Customer,No,14.0,61
2207,Female,93,Web Designer IV,Manufacturing,Mass Customer,Yes,16.0,39
2208,Female,59,,,Mass Customer,No,9.0,64
2209,Male,4,Registered Nurse,Health,Affluent Customer,Yes,3.0,25
2210,Male,16,Registered Nurse,Health,High Net Worth,No,5.0,33
2211,Female,3,,Manufacturing,Mass Customer,Yes,18.0,43
2212,Female,22,Technical Writer,Manufacturing,Affluent Customer,Yes,20.0,44
2213,Female,70,Legal Assistant,,Affluent Customer,Yes,6.0,22
2214,Male,52,,Manufacturing,High Net Worth,Yes,8.0,61
2215,Female,50,Structural Engineer,Financial Services,Mass Customer,Yes,18.0,47
2216,Female,29,Systems Administrator II,Property,High Net Worth,Yes,10.0,56
2217,Male,98,Paralegal,Financial Services,Mass Customer,No,16.0,37
2218,Female,94,Senior Sales Associate,Health,Affluent Customer,No,4.0,26
2219,Male,73,Senior Quality Engineer,,High Net Worth,Yes,3.0,36
2220,Male,35,Legal Assistant,Financial Services,Mass Customer,Yes,13.0,59
2221,Male,80,General Manager,Argiculture,Affluent Customer,No,7.0,23
2222,Female,20,Professor,Financial Services,Mass Customer,No,14.0,44
2223,Female,38,Professor,Health,Mass Customer,No,12.0,37
2224,Female,3,Budget/Accounting Analyst III,Retail,High Net Worth,Yes,4.0,20
2225,Female,45,Occupational Therapist,Health,Affluent Customer,No,19.0,30
2226,Female,10,Biostatistician II,Entertainment,Mass Customer,No,11.0,63
2227,Male,45,Systems Administrator I,Property,Affluent Customer,Yes,9.0,42
2228,Female,12,Geological Engineer,Manufacturing,High Net Worth,No,9.0,62
2229,Female,76,Cost Accountant,Financial Services,Affluent Customer,Yes,7.0,59
2230,Female,53,,,Mass Customer,No,19.0,41
2231,Female,68,Accounting Assistant II,,Mass Customer,No,13.0,59
2232,Male,69,Help Desk Technician,,Mass Customer,Yes,11.0,28
2233,Female,49,Sales Associate,,Mass Customer,Yes,8.0,45
2234,Male,48,Electrical Engineer,Manufacturing,Mass Customer,No,18.0,32
2235,Female,75,Social Worker,Health,Affluent Customer,No,16.0,39
2236,Male,0,Data Coordiator,Manufacturing,Affluent Customer,Yes,13.0,50
2237,Female,83,,,Mass Customer,Yes,9.0,49
2238,Female,96,Director of Sales,Retail,Mass Customer,Yes,14.0,40
2239,Female,0,Associate Professor,Property,High Net Worth,Yes,8.0,58
2240,Male,4,Automation Specialist III,Manufacturing,High Net Worth,Yes,16.0,49
2241,Male,45,Paralegal,Financial Services,High Net Worth,No,10.0,43
2242,Female,25,VP Sales,,Mass Customer,Yes,21.0,41
2243,Female,76,Business Systems Development Analyst,,Affluent Customer,Yes,7.0,42
2244,Male,97,Software Test Engineer III,Manufacturing,Mass Customer,No,5.0,46
2245,Female,11,Marketing Manager,Argiculture,Mass Customer,No,3.0,38
2246,Male,16,Database Administrator III,,Mass Customer,Yes,13.0,39
2247,Female,17,Teacher,Retail,High Net Worth,Yes,1.0,23
2248,Female,33,Software Engineer I,Manufacturing,Mass Customer,No,1.0,22
2249,Female,7,,Financial Services,Mass Customer,No,5.0,22
2250,Male,72,,Telecommunications,High Net Worth,No,7.0,26
2251,Male,68,,Property,High Net Worth,No,19.0,59
2253,Female,28,Office Assistant I,Manufacturing,Affluent Customer,Yes,13.0,59
2254,Female,36,Programmer Analyst II,Health,Affluent Customer,No,18.0,63
2255,Male,92,Dental Hygienist,Health,Affluent Customer,Yes,5.0,26
2256,Female,28,Marketing Manager,Retail,Mass Customer,No,15.0,40
2257,Male,27,Librarian,Entertainment,Mass Customer,No,15.0,41
2258,Female,63,Account Executive,Retail,High Net Worth,No,7.0,44
2259,Female,83,Environmental Specialist,,Affluent Customer,No,2.0,19
2260,Male,38,Administrative Assistant IV,Argiculture,High Net Worth,No,11.0,51
2261,Male,81,Account Representative II,Health,Mass Customer,Yes,13.0,38
2262,Female,90,Pharmacist,Health,Mass Customer,Yes,2.0,34
2263,Female,79,Professor,Argiculture,Mass Customer,Yes,21.0,31
2264,Female,18,Occupational Therapist,Health,Affluent Customer,No,9.0,46
2265,Male,55,,Property,Mass Customer,Yes,5.0,38
2266,Male,74,,Retail,High Net Worth,No,1.0,20
2267,Female,78,Business Systems Development Analyst,,Affluent Customer,No,14.0,54
2268,Female,66,Pharmacist,Health,Mass Customer,No,19.0,53
2269,Female,33,Product Engineer,,Mass Customer,No,9.0,29
2270,Male,50,Information Systems Manager,Retail,Affluent Customer,No,9.0,52
2271,Male,96,,Telecommunications,Mass Customer,Yes,18.0,44
2272,Female,82,Internal Auditor,Manufacturing,Mass Customer,No,1.0,24
2273,Female,71,Assistant Professor,,Mass Customer,Yes,9.0,54
2274,Female,15,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,Yes,13.0,39
2275,Female,77,Human Resources Assistant II,Financial Services,High Net Worth,Yes,8.0,26
2276,Female,90,Desktop Support Technician,,Mass Customer,Yes,12.0,33
2277,Female,44,Cost Accountant,Financial Services,High Net Worth,Yes,7.0,55
2278,Male,11,Product Engineer,Health,Affluent Customer,Yes,8.0,41
2279,Male,42,Human Resources Assistant II,Health,Mass Customer,No,3.0,39
2280,Female,93,Budget/Accounting Analyst I,,Mass Customer,No,9.0,58
2281,Female,56,,,High Net Worth,Yes,14.0,29
2282,Male,81,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,7.0,61
2283,Male,44,Software Consultant,,High Net Worth,No,16.0,64
2284,Female,83,Staff Accountant IV,Telecommunications,High Net Worth,No,14.0,44
2285,Female,71,Quality Control Specialist,Health,High Net Worth,No,5.0,45
2286,Female,20,Staff Scientist,Manufacturing,High Net Worth,No,5.0,23
2287,Female,53,Human Resources Assistant I,Telecommunications,High Net Worth,No,20.0,44
2288,Male,63,Staff Scientist,Manufacturing,High Net Worth,No,8.0,54
2289,Female,97,Research Nurse,Health,Affluent Customer,Yes,13.0,38
2290,Male,18,Account Executive,Manufacturing,Mass Customer,Yes,5.0,37
2291,Male,67,Accountant IV,Manufacturing,Affluent Customer,Yes,4.0,47
2292,Female,17,Research Nurse,Health,Mass Customer,Yes,2.0,20
2293,Female,70,Financial Advisor,Financial Services,Affluent Customer,No,16.0,60
2294,Male,25,Associate Professor,Manufacturing,Mass Customer,No,21.0,31
2296,Female,16,Geologist IV,Retail,Affluent Customer,No,1.0,16
2297,Female,16,Geological Engineer,Manufacturing,Affluent Customer,Yes,19.0,47
2298,Male,64,Environmental Tech,Property,Mass Customer,Yes,5.0,21
2299,Male,11,Computer Systems Analyst I,Property,High Net Worth,Yes,7.0,32
2300,Male,20,,Financial Services,Mass Customer,Yes,3.0,20
2301,Male,66,Senior Cost Accountant,Financial Services,Mass Customer,Yes,19.0,52
2302,Female,43,Mechanical Systems Engineer,Retail,Mass Customer,Yes,4.0,19
2303,Male,22,Database Administrator IV,Retail,Mass Customer,Yes,4.0,25
2304,Female,65,,,Mass Customer,Yes,11.0,61
2305,Female,91,Chief Design Engineer,Financial Services,Affluent Customer,Yes,13.0,34
2306,Female,98,Paralegal,Financial Services,High Net Worth,Yes,9.0,58
2307,Female,57,Desktop Support Technician,Retail,High Net Worth,Yes,13.0,40
2308,Female,52,Paralegal,Financial Services,Mass Customer,Yes,17.0,55
2309,Male,40,Accounting Assistant I,Manufacturing,Affluent Customer,No,14.0,33
2310,Male,12,Executive Secretary,,High Net Worth,Yes,11.0,48
2311,Female,49,Design Engineer,Health,Mass Customer,No,16.0,29
2312,Female,72,Assistant Manager,Manufacturing,Mass Customer,No,18.0,39
2313,Female,54,Chemical Engineer,Manufacturing,Mass Customer,No,12.0,52
2314,Male,59,Registered Nurse,Health,High Net Worth,Yes,7.0,25
2315,Male,25,Community Outreach Specialist,Financial Services,Affluent Customer,No,8.0,24
2316,Male,79,Computer Systems Analyst IV,Financial Services,Affluent Customer,Yes,11.0,40
2317,Male,97,Tax Accountant,Health,Mass Customer,Yes,16.0,42
2318,Female,30,Automation Specialist I,Manufacturing,Mass Customer,Yes,6.0,30
2319,Male,63,Librarian,Entertainment,High Net Worth,No,18.0,33
2320,Female,14,Senior Developer,Manufacturing,Affluent Customer,No,16.0,53
2321,Female,27,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,20.0,38
2322,Male,72,Biostatistician III,Health,Mass Customer,Yes,2.0,26
2323,Male,2,Desktop Support Technician,Property,High Net Worth,No,13.0,30
2324,Male,44,Sales Associate,Manufacturing,Mass Customer,Yes,16.0,52
2325,Male,50,Database Administrator IV,Retail,High Net Worth,Yes,12.0,54
2326,Male,64,Programmer Analyst I,Retail,High Net Worth,No,14.0,52
2327,Female,19,Budget/Accounting Analyst II,,Affluent Customer,No,6.0,55
2328,Male,63,Dental Hygienist,Health,Mass Customer,Yes,8.0,32
2329,Female,7,Computer Systems Analyst II,IT,Affluent Customer,No,20.0,61
2330,Female,5,Account Coordinator,Property,Mass Customer,No,9.0,28
2331,Female,48,Database Administrator III,Financial Services,Mass Customer,Yes,10.0,55
2332,Male,99,Developer III,Property,High Net Worth,Yes,10.0,41
2333,Male,82,Structural Analysis Engineer,Financial Services,Mass Customer,Yes,10.0,52
2334,Male,30,Food Chemist,Health,Affluent Customer,No,5.0,22
2336,Male,59,Dental Hygienist,Health,Affluent Customer,No,17.0,40
2337,Female,47,Programmer Analyst II,Health,Mass Customer,No,1.0,18
2338,Female,13,Programmer Analyst IV,Manufacturing,Mass Customer,No,5.0,32
2339,Male,3,Web Designer II,Property,Affluent Customer,Yes,16.0,60
2340,Male,33,Research Assistant IV,Health,Mass Customer,Yes,16.0,40
2342,Female,87,,,Mass Customer,No,2.0,19
2343,Male,6,Nurse Practicioner,Argiculture,High Net Worth,Yes,5.0,59
2344,Male,93,Nurse,Financial Services,Mass Customer,Yes,7.0,25
2345,Female,50,Systems Administrator I,Retail,Affluent Customer,Yes,3.0,32
2346,Male,89,Information Systems Manager,,Mass Customer,Yes,4.0,39
2347,Female,79,Programmer Analyst I,,High Net Worth,No,11.0,61
2348,Female,2,Web Designer IV,Manufacturing,Mass Customer,No,16.0,61
2349,Female,23,Executive Secretary,Telecommunications,High Net Worth,No,3.0,39
2350,Female,32,Nurse Practicioner,,Mass Customer,Yes,14.0,59
