customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,age,postcode,state,property_valuation,target
1763,Female,96,Automation Specialist I,Manufacturing,Affluent Customer,Yes,7.0,24,3352,VIC,6,1
1764,Female,36,Desktop Support Technician,,Mass Customer,Yes,10.0,58,3129,VIC,8,0
1765,Female,48,Senior Quality Engineer,,High Net Worth,No,10.0,51,4567,QLD,7,1
1766,Female,53,Senior Quality Engineer,,Affluent Customer,No,21.0,33,4154,QLD,9,0
1767,Female,28,Software Engineer IV,Manufacturing,Affluent Customer,Yes,19.0,59,4215,QLD,3,0
1768,Male,36,Programmer I,Manufacturing,High Net Worth,No,13.0,44,2099,NSW,12,0
1769,Male,13,,,Mass Customer,Yes,5.0,58,2263,NSW,7,1
1770,Female,63,Junior Executive,,Mass Customer,Yes,7.0,23,2155,NSW,10,1
1771,Female,1,Geological Engineer,Manufacturing,Mass Customer,Yes,14.0,44,4123,QLD,5,0
1772,Male,98,Financial Analyst,Financial Services,High Net Worth,Yes,14.0,34,2768,NSW,10,0
1774,Male,48,Compensation Analyst,Financial Services,Mass Customer,Yes,18.0,40,2145,NSW,7,0
1775,Female,73,Actuary,Financial Services,Affluent Customer,No,3.0,23,3149,VIC,11,0
1776,Male,77,Accountant I,Financial Services,Affluent Customer,No,10.0,40,4721,QLD,1,1
1777,Female,47,Sales Representative,Retail,Affluent Customer,No,1.0,24,2118,NSW,11,1
1778,Female,72,Staff Accountant III,,Mass Customer,Yes,2.0,18,3930,VIC,9,0
1779,Male,55,Information Systems Manager,Argiculture,Affluent Customer,No,5.0,22,3141,VIC,7,1
1781,Male,63,Data Coordiator,,Affluent Customer,No,17.0,53,2749,NSW,8,0
1782,Male,47,Pharmacist,Health,Affluent Customer,Yes,9.0,52,2011,NSW,6,0
1783,Male,55,,Retail,Mass Customer,Yes,7.0,23,2745,NSW,8,1
1784,Female,37,GIS Technical Architect,Manufacturing,Mass Customer,Yes,6.0,24,2017,NSW,9,0
1785,Male,23,Clinical Specialist,Health,Mass Customer,No,19.0,58,3046,VIC,8,1
1786,Female,70,Administrative Assistant III,Argiculture,High Net Worth,Yes,11.0,56,2134,NSW,9,0
1787,Male,2,Executive Secretary,Retail,High Net Worth,Yes,13.0,42,3677,VIC,1,1
1788,Female,79,Account Representative IV,Financial Services,High Net Worth,Yes,10.0,54,2380,NSW,5,1
1789,Female,44,Analog Circuit Design manager,Property,Mass Customer,No,9.0,32,2047,NSW,12,0
1790,Male,90,Budget/Accounting Analyst IV,Health,Affluent Customer,No,1.0,25,2147,NSW,10,0
1791,Female,20,Data Coordiator,IT,Affluent Customer,Yes,19.0,44,4012,QLD,6,1
1792,Male,1,,Financial Services,Mass Customer,No,15.0,30,2750,NSW,9,1
1793,Male,19,Actuary,Financial Services,Mass Customer,Yes,2.0,29,3030,VIC,7,1
1794,Female,53,Administrative Officer,Property,Mass Customer,No,8.0,49,4878,QLD,5,0
1795,Male,40,Internal Auditor,Manufacturing,Affluent Customer,No,7.0,41,2015,NSW,12,1
1796,Female,79,Desktop Support Technician,Manufacturing,High Net Worth,Yes,8.0,49,2072,NSW,9,0
1797,Male,49,Assistant Professor,,Mass Customer,No,8.0,44,3075,VIC,7,1
1798,Female,46,Electrical Engineer,Manufacturing,High Net Worth,Yes,1.0,18,3810,VIC,6,1
1799,Male,81,,,Affluent Customer,No,17.0,41,2070,NSW,12,0
1800,Female,30,Executive Secretary,Argiculture,High Net Worth,No,11.0,63,2199,NSW,9,0
1801,Male,48,Legal Assistant,Manufacturing,Affluent Customer,No,21.0,42,4055,QLD,7,1
1802,Female,3,Nuclear Power Engineer,Manufacturing,Mass Customer,No,7.0,45,4157,QLD,9,1
1803,Female,75,,,Mass Customer,No,6.0,30,4799,QLD,3,1
1804,Female,91,Product Engineer,Property,Affluent Customer,No,4.0,55,2251,NSW,8,0
1805,Female,90,Budget/Accounting Analyst II,Financial Services,Mass Customer,No,12.0,42,2460,NSW,3,0
1807,Female,45,Help Desk Operator,,High Net Worth,Yes,16.0,63,4211,QLD,5,1
1808,Male,98,Information Systems Manager,Retail,High Net Worth,No,17.0,53,2095,NSW,9,1
1809,Female,67,Programmer II,Health,Mass Customer,Yes,19.0,57,2263,NSW,7,1
1810,Male,98,Geological Engineer,Manufacturing,High Net Worth,No,16.0,59,2146,NSW,9,0
1811,Male,59,,Financial Services,Mass Customer,No,1.0,19,2011,NSW,12,1
1812,Female,20,Clinical Specialist,Health,Affluent Customer,No,14.0,59,2147,NSW,9,1
1813,Female,45,Technical Writer,Manufacturing,Mass Customer,No,1.0,17,4035,QLD,9,1
1814,Female,33,Web Designer IV,Retail,Affluent Customer,No,17.0,30,2166,NSW,5,1
1815,Female,23,Software Test Engineer I,Argiculture,Mass Customer,Yes,19.0,64,2000,NSW,8,0
1816,Female,68,,Argiculture,Mass Customer,No,18.0,41,4121,QLD,9,0
1817,Male,32,Graphic Designer,,High Net Worth,No,19.0,43,3429,VIC,6,1
1818,Female,64,Assistant Media Planner,Entertainment,Mass Customer,Yes,11.0,51,3012,VIC,8,1
1819,Female,26,Graphic Designer,Entertainment,Mass Customer,Yes,8.0,24,3103,VIC,12,0
1820,Male,12,Software Engineer II,IT,Affluent Customer,No,5.0,22,2769,NSW,10,1
1821,Male,89,Web Developer IV,Entertainment,High Net Worth,Yes,15.0,46,2540,NSW,9,1
1822,Female,67,,Financial Services,Mass Customer,No,9.0,56,2539,NSW,7,0
1823,Female,29,VP Quality Control,,High Net Worth,No,10.0,44,3806,VIC,5,1
1824,Female,12,Safety Technician III,Manufacturing,Affluent Customer,Yes,5.0,59,3048,VIC,6,1
1825,Male,82,VP Quality Control,Financial Services,Mass Customer,Yes,17.0,51,3212,VIC,5,1
1826,Male,33,Chemical Engineer,Manufacturing,High Net Worth,Yes,7.0,57,2119,NSW,11,1
1827,Female,92,Sales Representative,Retail,Affluent Customer,Yes,18.0,40,4504,QLD,4,0
1828,Female,65,Junior Executive,Manufacturing,Affluent Customer,No,14.0,31,4034,QLD,7,0
1829,Male,82,Editor,,Mass Customer,No,14.0,38,2200,NSW,10,0
1830,Male,98,Software Consultant,Manufacturing,High Net Worth,No,12.0,33,2117,NSW,8,1
1831,Male,58,Social Worker,Health,Mass Customer,No,15.0,41,3630,VIC,3,1
1832,Female,53,Programmer Analyst III,Manufacturing,Mass Customer,Yes,12.0,54,4701,QLD,3,1
1833,Male,67,Actuary,Financial Services,High Net Worth,Yes,19.0,51,4224,QLD,3,0
1834,Male,84,Director of Sales,Financial Services,High Net Worth,Yes,11.0,41,4344,QLD,4,0
1835,Male,48,Financial Advisor,Financial Services,Affluent Customer,Yes,1.0,25,2009,NSW,10,1
1836,Female,54,Research Nurse,Health,Mass Customer,Yes,13.0,63,2133,NSW,11,0
1837,Male,9,Account Coordinator,Manufacturing,Mass Customer,Yes,19.0,45,2759,NSW,8,1
1838,Female,14,Business Systems Development Analyst,Financial Services,Affluent Customer,Yes,12.0,54,3145,VIC,11,0
1839,Female,60,Internal Auditor,Entertainment,High Net Worth,Yes,5.0,31,4152,QLD,8,1
1840,Male,22,Staff Scientist,Argiculture,High Net Worth,Yes,20.0,41,2151,NSW,10,1
1841,Male,63,Administrative Assistant III,Argiculture,Affluent Customer,No,2.0,23,2070,NSW,11,0
1842,Male,89,Accountant IV,Financial Services,Mass Customer,No,8.0,41,2250,NSW,8,0
1843,Male,96,Recruiting Manager,,Mass Customer,Yes,4.0,34,3144,VIC,8,0
1844,Female,71,Product Engineer,,Mass Customer,No,12.0,43,3201,VIC,4,1
1845,Male,34,General Manager,Financial Services,Mass Customer,No,6.0,40,2125,NSW,12,1
1846,Female,4,Senior Editor,Manufacturing,Affluent Customer,No,7.0,40,3181,VIC,10,0
1847,Female,68,Executive Secretary,Manufacturing,Mass Customer,No,6.0,40,2665,NSW,1,0
1848,Male,22,Information Systems Manager,Manufacturing,Mass Customer,No,9.0,42,2474,NSW,3,1
1849,Male,6,,Retail,Mass Customer,Yes,5.0,60,3023,VIC,8,1
1850,Male,4,Biostatistician II,Manufacturing,High Net Worth,No,7.0,40,2155,NSW,9,1
1851,Male,20,Account Representative II,,Mass Customer,No,13.0,44,2196,NSW,9,0
1852,Female,22,Research Associate,Manufacturing,Affluent Customer,No,18.0,40,3029,VIC,6,0
1853,Female,67,Recruiter,,Mass Customer,Yes,17.0,31,3754,VIC,6,1
1854,Female,11,Community Outreach Specialist,,High Net Worth,Yes,17.0,40,3630,VIC,1,0
1855,Male,2,Librarian,Entertainment,Mass Customer,Yes,18.0,47,3802,VIC,7,0
1856,Female,57,Associate Professor,Retail,Mass Customer,No,4.0,49,2010,NSW,10,0
1857,Male,57,Marketing Manager,Manufacturing,Affluent Customer,Yes,5.0,50,3166,VIC,10,0
1858,Female,30,Senior Sales Associate,Manufacturing,High Net Worth,Yes,11.0,61,2570,NSW,8,1
1859,Female,81,Accountant IV,IT,High Net Worth,Yes,12.0,28,2287,NSW,7,0
1860,Female,4,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,17.0,42,4500,QLD,6,0
1861,Female,26,Geological Engineer,Manufacturing,Mass Customer,Yes,8.0,51,2770,NSW,7,0
1862,Female,24,,Health,High Net Worth,Yes,4.0,38,2153,NSW,10,1
1863,Male,10,VP Product Management,Telecommunications,High Net Worth,No,20.0,40,2820,NSW,1,1
1864,Female,45,Senior Quality Engineer,Retail,Mass Customer,No,18.0,58,4511,QLD,7,1
1865,Female,35,Office Assistant III,,Mass Customer,No,3.0,21,3196,VIC,9,0
1866,Male,27,Marketing Manager,Manufacturing,Mass Customer,No,2.0,26,2047,NSW,12,1
1867,Female,96,Senior Developer,,Affluent Customer,No,3.0,32,2161,NSW,6,1
1868,Female,11,Assistant Manager,Retail,Mass Customer,No,10.0,30,4870,QLD,5,1
1869,Female,73,Geologist IV,Financial Services,High Net Worth,Yes,9.0,41,4226,QLD,7,0
1870,Female,24,Graphic Designer,,Affluent Customer,No,9.0,45,4059,QLD,9,1
1871,Female,52,Senior Cost Accountant,Financial Services,High Net Worth,Yes,8.0,24,4160,QLD,4,0
1872,Male,75,Help Desk Technician,Manufacturing,Mass Customer,Yes,14.0,45,2747,NSW,6,1
1873,Male,49,General Manager,Manufacturing,Affluent Customer,Yes,4.0,26,3189,VIC,10,0
1874,Male,17,,Argiculture,High Net Worth,Yes,7.0,61,2582,NSW,9,0
1875,Male,4,Staff Scientist,Retail,High Net Worth,Yes,19.0,59,4170,QLD,8,1
1876,Male,16,Recruiting Manager,Financial Services,Affluent Customer,No,21.0,41,2525,NSW,10,0
1877,Male,13,Associate Professor,Financial Services,High Net Worth,Yes,16.0,52,4030,QLD,4,1
1878,Male,6,Account Coordinator,Health,Affluent Customer,No,10.0,64,4510,QLD,1,1
1879,Male,4,Account Representative I,Manufacturing,High Net Worth,No,5.0,51,2114,NSW,8,1
1880,Male,50,,,High Net Worth,No,17.0,46,2066,NSW,12,0
1881,Male,61,Quality Control Specialist,,Affluent Customer,Yes,12.0,61,2050,NSW,8,1
1882,Male,86,Account Executive,Manufacturing,Affluent Customer,No,10.0,54,2199,NSW,9,1
1883,Female,6,,Health,Mass Customer,No,6.0,27,4120,QLD,6,0
1884,Female,19,,Manufacturing,Mass Customer,Yes,17.0,49,2096,NSW,12,1
1885,Male,18,Software Consultant,Health,High Net Worth,Yes,11.0,36,2530,NSW,8,1
1886,Female,35,Nurse,IT,Affluent Customer,No,18.0,40,2567,NSW,9,0
1887,Female,22,Director of Sales,IT,Affluent Customer,Yes,8.0,53,3183,VIC,9,1
1888,Female,67,Food Chemist,Health,Mass Customer,Yes,1.0,16,2042,NSW,10,0
1889,Male,98,Quality Control Specialist,Retail,Affluent Customer,No,11.0,45,2324,NSW,7,0
1890,Male,89,Analyst Programmer,Financial Services,Mass Customer,No,7.0,46,4032,QLD,7,1
1891,Male,6,Marketing Manager,Retail,Mass Customer,Yes,19.0,28,2127,NSW,8,1
1892,Female,48,,Retail,High Net Worth,Yes,2.0,23,2487,NSW,10,1
1893,Male,25,Administrative Officer,,Mass Customer,No,5.0,50,4350,QLD,4,1
1894,Male,86,Automation Specialist III,Manufacturing,High Net Worth,Yes,17.0,42,3156,VIC,8,0
1895,Female,53,Technical Writer,Manufacturing,Mass Customer,No,15.0,43,3121,VIC,11,1
1896,Male,13,Project Manager,,High Net Worth,No,1.0,23,4655,QLD,5,0
1897,Female,58,Product Engineer,,Mass Customer,Yes,1.0,21,4132,QLD,3,1
1898,Female,67,Developer III,Manufacturing,Affluent Customer,Yes,12.0,39,4103,QLD,9,1
1899,Male,29,,Retail,Affluent Customer,Yes,4.0,21,3844,VIC,1,0
1900,Male,67,Safety Technician II,Financial Services,Affluent Customer,Yes,19.0,38,4078,QLD,6,0
1901,Male,40,Budget/Accounting Analyst I,Argiculture,Affluent Customer,No,8.0,41,4074,QLD,6,1
1902,Female,48,Environmental Tech,Financial Services,Mass Customer,Yes,4.0,54,3750,VIC,9,1
1903,Male,8,Project Manager,,High Net Worth,Yes,4.0,45,3177,VIC,7,0
1904,Female,60,Technical Writer,IT,High Net Worth,Yes,14.0,40,2868,NSW,1,0
1905,Female,21,Help Desk Technician,Manufacturing,Affluent Customer,No,15.0,65,2166,NSW,6,1
1906,Male,69,Product Engineer,Retail,Mass Customer,No,22.0,30,2640,NSW,4,1
1907,Male,69,VP Sales,Health,High Net Worth,No,18.0,44,2575,NSW,8,0
1908,Female,2,Help Desk Technician,Financial Services,High Net Worth,Yes,6.0,55,2227,NSW,8,1
1909,Female,32,Research Assistant II,Argiculture,Affluent Customer,Yes,13.0,34,2170,NSW,7,1
1910,Female,20,Systems Administrator I,Property,High Net Worth,Yes,14.0,59,2358,NSW,2,0
1911,Male,22,Director of Sales,Manufacturing,Mass Customer,No,3.0,38,4227,QLD,7,0
1912,Male,36,Account Coordinator,Manufacturing,High Net Worth,No,7.0,26,2449,NSW,2,1
1913,Female,36,Dental Hygienist,Health,Mass Customer,Yes,17.0,45,2299,NSW,6,1
1914,Male,72,VP Product Management,Financial Services,Mass Customer,No,5.0,50,4014,QLD,6,1
1915,Female,40,Social Worker,Health,Mass Customer,Yes,12.0,65,3163,VIC,8,0
1916,Male,71,Computer Systems Analyst II,Retail,High Net Worth,Yes,7.0,23,2484,NSW,4,1
1917,Female,7,Senior Sales Associate,Argiculture,Affluent Customer,Yes,8.0,45,2484,NSW,4,1
1919,Male,40,VP Product Management,Argiculture,Mass Customer,Yes,19.0,58,4179,QLD,8,0
1920,Male,29,Sales Associate,Financial Services,Mass Customer,No,13.0,30,2340,NSW,1,0
1921,Female,70,Accountant III,,Mass Customer,No,17.0,36,2777,NSW,9,0
1922,Female,7,Speech Pathologist,,High Net Worth,Yes,5.0,49,3056,VIC,7,0
1923,Male,52,Health Coach IV,Health,Mass Customer,No,9.0,48,3170,VIC,9,0
1924,Female,94,VP Product Management,,Mass Customer,Yes,14.0,53,2769,NSW,9,0
1925,Female,34,,,Mass Customer,Yes,7.0,36,4556,QLD,7,1
1926,Male,72,Senior Cost Accountant,Financial Services,High Net Worth,Yes,10.0,61,4740,QLD,5,0
1927,Female,11,Software Test Engineer I,Manufacturing,Affluent Customer,Yes,8.0,43,3166,VIC,10,0
1928,Male,2,Chemical Engineer,Manufacturing,High Net Worth,Yes,13.0,41,2570,NSW,9,0
1929,Female,79,Food Chemist,Health,Affluent Customer,No,20.0,32,3976,VIC,7,1
1930,Male,27,Speech Pathologist,Manufacturing,High Net Worth,No,3.0,22,3380,VIC,1,0
1931,Male,85,Senior Developer,Health,Affluent Customer,No,6.0,45,4132,QLD,5,0
1932,Female,98,Librarian,Entertainment,Affluent Customer,Yes,3.0,41,3175,VIC,7,1
1933,Male,72,Automation Specialist I,Manufacturing,Affluent Customer,No,18.0,38,2221,NSW,11,1
1934,Male,70,Budget/Accounting Analyst IV,,Affluent Customer,Yes,14.0,55,2575,NSW,10,1
1935,Male,72,Senior Sales Associate,,Mass Customer,No,9.0,44,2170,NSW,8,1
1936,Female,36,Junior Executive,Manufacturing,Mass Customer,Yes,12.0,54,3338,VIC,1,1
1937,Male,69,Quality Engineer,Health,Mass Customer,No,19.0,44,2619,NSW,3,1
1939,Male,81,Safety Technician I,,Mass Customer,Yes,8.0,26,4701,QLD,3,0
1940,Female,52,Teacher,Manufacturing,High Net Worth,Yes,8.0,41,4226,QLD,6,0
1941,Male,83,Librarian,Entertainment,Mass Customer,No,2.0,26,4215,QLD,8,0
1942,Male,0,Programmer Analyst II,Financial Services,High Net Worth,No,19.0,31,2197,NSW,9,1
1943,Male,35,Senior Cost Accountant,Financial Services,Affluent Customer,Yes,13.0,33,2043,NSW,11,0
1944,Male,73,Programmer III,Argiculture,High Net Worth,Yes,8.0,38,3190,VIC,8,1
1945,Male,88,Software Test Engineer II,,High Net Worth,Yes,9.0,40,2166,NSW,9,0
1946,Male,37,Systems Administrator III,,Mass Customer,No,8.0,59,2027,NSW,9,1
1947,Female,66,Geologist II,Telecommunications,Affluent Customer,Yes,18.0,55,2759,NSW,8,1
1948,Female,30,,Entertainment,Mass Customer,No,11.0,54,2528,NSW,7,0
1949,Female,9,Legal Assistant,Manufacturing,Mass Customer,No,7.0,64,2280,NSW,7,1
1950,Male,27,Web Developer II,Manufacturing,Affluent Customer,Yes,19.0,55,2795,NSW,6,1
1951,Male,93,Health Coach II,Manufacturing,Mass Customer,Yes,2.0,18,3199,VIC,6,1
1952,Female,35,Payment Adjustment Coordinator,Health,Mass Customer,Yes,9.0,44,4035,QLD,8,1
1953,Female,23,Paralegal,Financial Services,High Net Worth,No,12.0,40,3121,VIC,12,1
1954,Male,88,VP Sales,Manufacturing,Affluent Customer,No,5.0,51,2155,NSW,9,1
1955,Male,18,Environmental Specialist,,Mass Customer,No,11.0,38,2281,NSW,9,0
1956,Male,36,Human Resources Assistant I,Health,Affluent Customer,Yes,3.0,24,4017,QLD,3,0
1957,Male,1,Accountant IV,Property,Affluent Customer,No,4.0,41,3108,VIC,10,1
1958,Female,62,Professor,,Mass Customer,No,22.0,33,2085,NSW,11,0
1959,Male,3,Director of Sales,Health,Mass Customer,Yes,16.0,40,4152,QLD,9,1
1960,Male,86,Software Engineer II,,Mass Customer,Yes,10.0,40,4007,QLD,8,0
1961,Female,10,Physical Therapy Assistant,,Mass Customer,Yes,15.0,58,2075,NSW,11,0
1962,Male,13,Sales Representative,Retail,Mass Customer,Yes,22.0,41,2318,NSW,4,0
1963,Male,81,Biostatistician I,Argiculture,Mass Customer,Yes,4.0,20,4500,QLD,8,0
1964,Female,60,Mechanical Systems Engineer,Financial Services,Affluent Customer,Yes,9.0,54,4680,QLD,7,1
1965,Male,81,Web Designer III,Retail,Mass Customer,Yes,3.0,45,2250,NSW,9,0
1966,Male,75,,Financial Services,High Net Worth,No,3.0,25,2116,NSW,10,1
1967,Female,88,Chemical Engineer,Manufacturing,Affluent Customer,Yes,17.0,33,2043,NSW,9,1
1968,Female,31,Librarian,Entertainment,Mass Customer,No,1.0,24,4815,QLD,3,0
1969,Male,54,Teacher,IT,Mass Customer,Yes,19.0,57,3156,VIC,8,1
1970,Male,51,Desktop Support Technician,Manufacturing,Mass Customer,No,7.0,36,3134,VIC,10,1
1971,Female,49,,Manufacturing,Mass Customer,Yes,4.0,20,3049,VIC,5,1
1972,Male,12,,IT,Mass Customer,Yes,2.0,29,2018,NSW,8,0
1973,Female,52,Media Manager IV,Financial Services,High Net Worth,No,5.0,38,2153,NSW,10,0
1974,Male,67,Administrative Officer,,Mass Customer,Yes,15.0,60,2165,NSW,9,0
1975,Female,39,Product Engineer,Health,Affluent Customer,No,4.0,53,4217,QLD,9,0
1976,Female,84,Product Engineer,Manufacturing,Mass Customer,No,11.0,43,3821,VIC,7,1
1977,Female,28,,Manufacturing,Mass Customer,Yes,5.0,41,2048,NSW,8,0
1978,Female,53,Dental Hygienist,Health,Mass Customer,No,16.0,63,3095,VIC,9,0
1979,Male,98,Statistician III,Manufacturing,Mass Customer,Yes,11.0,58,4305,QLD,2,0
1980,Male,97,Food Chemist,Health,High Net Worth,Yes,7.0,26,2747,NSW,8,1
1981,Male,62,Sales Associate,,Affluent Customer,No,12.0,32,2206,NSW,10,0
1982,Female,80,Senior Cost Accountant,Financial Services,High Net Worth,Yes,16.0,50,2428,NSW,2,1
1983,Female,6,Assistant Media Planner,Entertainment,Affluent Customer,Yes,18.0,55,4127,QLD,4,0
1984,Male,70,Information Systems Manager,Health,Mass Customer,Yes,1.0,19,2077,NSW,10,1
1985,Female,1,Computer Systems Analyst I,,Mass Customer,Yes,16.0,40,2233,NSW,10,1
1986,Female,53,,Retail,Mass Customer,No,16.0,37,2170,NSW,8,1
1987,Male,56,Research Associate,Health,Affluent Customer,No,8.0,62,2093,NSW,12,0
1988,Male,27,Recruiting Manager,Property,Mass Customer,No,8.0,61,3216,VIC,5,1
1989,Female,46,Graphic Designer,Property,High Net Worth,Yes,17.0,45,2160,NSW,6,0
1991,Male,35,Research Nurse,Health,Mass Customer,Yes,8.0,25,2117,NSW,10,1
1992,Female,28,Web Developer I,Manufacturing,Mass Customer,Yes,3.0,23,2077,NSW,10,1
1993,Male,82,Accounting Assistant II,,High Net Worth,Yes,3.0,38,2147,NSW,9,1
1994,Female,71,,Manufacturing,High Net Worth,No,11.0,32,3201,VIC,6,1
1995,Female,6,Automation Specialist II,,Mass Customer,Yes,11.0,49,4109,QLD,9,1
1996,Male,4,Structural Engineer,Manufacturing,Mass Customer,No,4.0,33,4556,QLD,8,1
1997,Male,57,Structural Engineer,,Mass Customer,No,5.0,22,2034,NSW,11,0
1998,Male,13,Media Manager IV,Manufacturing,High Net Worth,No,21.0,43,3075,VIC,7,0
1999,Female,6,Nuclear Power Engineer,Manufacturing,Mass Customer,Yes,7.0,56,4216,QLD,10,1
2001,Female,21,Analog Circuit Design manager,Manufacturing,Mass Customer,Yes,3.0,41,2800,NSW,4,1
2002,Female,55,Mechanical Systems Engineer,Financial Services,Mass Customer,No,12.0,47,2560,NSW,6,0
2003,Female,80,Statistician III,Manufacturing,High Net Worth,Yes,8.0,56,4500,QLD,7,0
2004,Male,16,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,10.0,55,2470,NSW,1,0
2005,Female,41,Accountant I,Manufacturing,High Net Worth,No,17.0,40,3192,VIC,10,1
2006,Female,33,Senior Developer,Property,High Net Worth,Yes,2.0,19,2324,NSW,4,0
2007,Male,8,Programmer I,Manufacturing,Mass Customer,Yes,15.0,48,2537,NSW,8,0
2008,Male,77,Analyst Programmer,Financial Services,Mass Customer,Yes,3.0,25,4580,QLD,2,1
2009,Female,19,Staff Accountant IV,Health,Affluent Customer,Yes,19.0,58,2763,NSW,8,1
2010,Male,88,Data Coordiator,Manufacturing,High Net Worth,Yes,7.0,44,2563,NSW,11,0
2011,Male,68,VP Sales,Manufacturing,High Net Worth,Yes,12.0,40,2068,NSW,12,0
2012,Female,55,Health Coach I,Health,High Net Worth,No,4.0,46,2264,NSW,8,0
2013,Female,99,Registered Nurse,Health,Affluent Customer,Yes,19.0,23,2099,NSW,8,1
2014,Female,49,Associate Professor,Manufacturing,Mass Customer,Yes,8.0,28,2234,NSW,10,1
2015,Female,6,Health Coach IV,Health,Affluent Customer,No,7.0,44,2230,NSW,9,1
2016,Female,89,Executive Secretary,Retail,Affluent Customer,Yes,1.0,20,2126,NSW,11,1
2017,Male,67,Programmer II,Financial Services,Affluent Customer,Yes,6.0,23,2086,NSW,11,1
2018,Male,80,Senior Developer,Financial Services,Affluent Customer,No,12.0,55,2075,NSW,11,1
2019,Female,48,VP Marketing,Entertainment,High Net Worth,No,17.0,65,4825,QLD,2,1
2020,Female,50,Biostatistician IV,Property,Affluent Customer,Yes,14.0,47,3020,VIC,8,1
2022,Male,79,,IT,Affluent Customer,No,7.0,36,2445,NSW,7,0
2023,Male,15,Associate Professor,,High Net Worth,No,10.0,47,2770,NSW,7,1
2024,Female,69,VP Sales,IT,Mass Customer,Yes,2.0,18,4306,QLD,3,1
2025,Male,59,VP Quality Control,,Mass Customer,Yes,3.0,36,4060,QLD,9,0
2026,Female,62,Structural Engineer,Property,Mass Customer,Yes,7.0,31,2144,NSW,7,0
2027,Male,89,VP Product Management,,High Net Worth,No,10.0,54,2065,NSW,10,1
2028,Female,25,Director of Sales,Retail,Affluent Customer,Yes,18.0,42,2148,NSW,8,1
2029,Male,10,Nurse,Manufacturing,Mass Customer,No,7.0,26,4053,QLD,8,1
2030,Male,3,Administrative Officer,Property,High Net Worth,No,15.0,57,3064,VIC,7,0
2031,Male,99,Geologist III,,Mass Customer,No,12.0,31,3030,VIC,8,0
2032,Male,98,Quality Control Specialist,Property,Mass Customer,Yes,9.0,35,2217,NSW,8,0
2033,Male,36,Dental Hygienist,Health,High Net Worth,No,10.0,47,2176,NSW,10,1
2034,Female,87,Speech Pathologist,Manufacturing,Mass Customer,No,8.0,44,2040,NSW,11,1
2035,Male,40,Senior Developer,Health,Mass Customer,No,19.0,39,2428,NSW,7,0
2036,Female,11,,,Mass Customer,No,17.0,41,2233,NSW,10,1
2037,Male,19,VP Marketing,IT,Mass Customer,No,6.0,29,2326,NSW,3,0
2038,Female,9,Structural Engineer,Financial Services,Mass Customer,Yes,5.0,59,3214,VIC,2,0
2039,Female,38,Senior Developer,IT,High Net Worth,Yes,7.0,40,2528,NSW,8,0
2040,Male,25,VP Sales,Retail,Affluent Customer,Yes,12.0,49,4213,QLD,9,0
2041,Male,52,VP Accounting,Financial Services,Mass Customer,No,17.0,61,2009,NSW,9,1
2042,Male,65,Registered Nurse,Health,Mass Customer,No,17.0,50,3352,VIC,4,0
2043,Female,67,Software Consultant,,Mass Customer,No,7.0,41,4077,QLD,6,0
2044,Female,84,Quality Engineer,Health,Mass Customer,Yes,1.0,20,2156,NSW,12,0
2045,Female,15,VP Sales,Financial Services,High Net Worth,No,15.0,34,2075,NSW,11,1
2046,Female,3,Marketing Manager,,Mass Customer,Yes,13.0,59,2760,NSW,8,1
2047,Female,45,Paralegal,Financial Services,Affluent Customer,Yes,21.0,43,4209,QLD,7,0
2048,Female,22,Financial Advisor,Financial Services,High Net Worth,No,13.0,58,2204,NSW,8,1
2049,Male,21,Assistant Professor,Manufacturing,High Net Worth,No,5.0,56,2217,NSW,8,0
2050,Female,22,Business Systems Development Analyst,,Mass Customer,Yes,5.0,64,2176,NSW,10,0
2051,Female,8,Geological Engineer,Manufacturing,Affluent Customer,No,20.0,59,2009,NSW,12,1
2052,Male,5,,Retail,Mass Customer,Yes,8.0,63,4655,QLD,3,1
2053,Male,7,,Financial Services,Affluent Customer,Yes,11.0,40,4551,QLD,7,1
2054,Male,12,,Manufacturing,Mass Customer,Yes,22.0,23,2106,NSW,11,0
2055,Male,46,Administrative Assistant III,Retail,High Net Worth,No,7.0,38,2327,NSW,3,1
2056,Female,65,Biostatistician IV,Property,High Net Worth,No,22.0,32,2763,NSW,8,0
2057,Female,99,Accounting Assistant IV,Manufacturing,Affluent Customer,Yes,15.0,59,3182,VIC,8,1
2058,Female,99,Database Administrator I,Argiculture,High Net Worth,No,7.0,40,4702,QLD,1,1
2059,Female,21,Graphic Designer,,High Net Worth,No,12.0,41,3181,VIC,10,0
2060,Female,17,Statistician II,Financial Services,Mass Customer,No,17.0,59,3037,VIC,9,1
2061,Female,71,Technical Writer,Manufacturing,High Net Worth,No,4.0,35,4500,QLD,4,1
2062,Male,67,Junior Executive,Retail,Mass Customer,No,18.0,42,4104,QLD,7,0
2063,Male,55,Clinical Specialist,Health,Affluent Customer,No,16.0,55,3186,VIC,12,0
2064,Male,99,VP Marketing,Health,Mass Customer,Yes,18.0,49,4701,QLD,3,0
2065,Male,66,Technical Writer,Retail,Mass Customer,Yes,12.0,40,2170,NSW,9,0
